pokemon_id,pokemon_name,pokemon_slug,generation,item_id,item_name,item_slug,rarity,version,sourceUrl
731,pikipek,pikipek,generation-vii,132,oran-berry,oran_berry_25,5,sun,https://pokeapi.co/api/v2/item/132/
731,pikipek,pikipek,generation-vii,132,oran-berry,oran_berry_25,5,moon,https://pokeapi.co/api/v2/item/132/
731,pikipek,pikipek,generation-vii,132,oran-berry,oran_berry_25,5,ultra-sun,https://pokeapi.co/api/v2/item/132/
731,pikipek,pikipek,generation-vii,132,oran-berry,oran_berry_25,5,ultra-moon,https://pokeapi.co/api/v2/item/132/
732,trumbeak,trumbeak,generation-vii,135,sitrus-berry,sitrus_berry_10,5,sun,https://pokeapi.co/api/v2/item/135/
732,trumbeak,trumbeak,generation-vii,135,sitrus-berry,sitrus_berry_10,5,moon,https://pokeapi.co/api/v2/item/135/
732,trumbeak,trumbeak,generation-vii,135,sitrus-berry,sitrus_berry_10,5,ultra-sun,https://pokeapi.co/api/v2/item/135/
732,trumbeak,trumbeak,generation-vii,135,sitrus-berry,sitrus_berry_10,5,ultra-moon,https://pokeapi.co/api/v2/item/135/
733,toucannon,toucannon,generation-vii,129,rawst-berry,rawst_berry_11,5,sun,https://pokeapi.co/api/v2/item/129/
733,toucannon,toucannon,generation-vii,129,rawst-berry,rawst_berry_11,5,moon,https://pokeapi.co/api/v2/item/129/
733,toucannon,toucannon,generation-vii,129,rawst-berry,rawst_berry_11,5,ultra-sun,https://pokeapi.co/api/v2/item/129/
733,toucannon,toucannon,generation-vii,129,rawst-berry,rawst_berry_11,5,ultra-moon,https://pokeapi.co/api/v2/item/129/
734,yungoos,yungoos,generation-vii,128,pecha-berry,pecha_berry_16,5,sun,https://pokeapi.co/api/v2/item/128/
734,yungoos,yungoos,generation-vii,128,pecha-berry,pecha_berry_16,5,moon,https://pokeapi.co/api/v2/item/128/
734,yungoos,yungoos,generation-vii,128,pecha-berry,pecha_berry_16,5,ultra-sun,https://pokeapi.co/api/v2/item/128/
734,yungoos,yungoos,generation-vii,128,pecha-berry,pecha_berry_16,5,ultra-moon,https://pokeapi.co/api/v2/item/128/
735,gumshoos,gumshoos,generation-vii,128,pecha-berry,pecha_berry_17,5,sun,https://pokeapi.co/api/v2/item/128/
735,gumshoos,gumshoos,generation-vii,128,pecha-berry,pecha_berry_17,5,moon,https://pokeapi.co/api/v2/item/128/
735,gumshoos,gumshoos,generation-vii,128,pecha-berry,pecha_berry_17,5,ultra-sun,https://pokeapi.co/api/v2/item/128/
735,gumshoos,gumshoos,generation-vii,128,pecha-berry,pecha_berry_17,5,ultra-moon,https://pokeapi.co/api/v2/item/128/
737,charjabug,charjabug,generation-vii,589,cell-battery,cell_battery_3,5,sun,https://pokeapi.co/api/v2/item/589/
737,charjabug,charjabug,generation-vii,589,cell-battery,cell_battery_3,5,moon,https://pokeapi.co/api/v2/item/589/
737,charjabug,charjabug,generation-vii,589,cell-battery,cell_battery_3,5,ultra-sun,https://pokeapi.co/api/v2/item/589/
737,charjabug,charjabug,generation-vii,589,cell-battery,cell_battery_3,5,ultra-moon,https://pokeapi.co/api/v2/item/589/
739,crabrawler,crabrawler,generation-vii,130,aspear-berry,aspear_berry_9,5,sun,https://pokeapi.co/api/v2/item/130/
739,crabrawler,crabrawler,generation-vii,130,aspear-berry,aspear_berry_9,5,moon,https://pokeapi.co/api/v2/item/130/
