pokemon_id,pokemon_name,pokemon_slug,generation,item_id,item_name,item_slug,rarity,version,sourceUrl
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,ruby,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,sapphire,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,emerald,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,firered,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,leafgreen,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,diamond,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,pearl,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,platinum,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,heartgold,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,soulsilver,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,black,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,white,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,black-2,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,white-2,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,x,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,y,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,omega-ruby,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,alpha-sapphire,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,sun,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,moon,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,ultra-sun,https://pokeapi.co/api/v2/item/199/
12,butterfree,butterfree,generation-i,199,silver-powder,silver_powder,5,ultra-moon,https://pokeapi.co/api/v2/item/199/
15,beedrill,beedrill,generation-i,222,poison-barb,poison_barb,5,ruby,https://pokeapi.co/api/v2/item/222/
15,beedrill,beedrill,generation-i,222,poison-barb,poison_barb,5,sapphire,https://pokeapi.co/api/v2/item/222/
15,beedrill,beedrill,generation-i,222,poison-barb,poison_barb,5,emerald,https://pokeapi.co/api/v2/item/222/
