pokemon_id,pokemon_name,pokemon_slug,generation,item_id,item_name,item_slug,rarity,version,sourceUrl
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,ruby,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,sapphire,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,emerald,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,firered,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,leafgreen,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,diamond,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,pearl,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,platinum,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,heartgold,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,soulsilver,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,black,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,white,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,black-2,https://pokeapi.co/api/v2/item/128/
261,poochyena,poochyena,generation-iii,128,pecha-berry,pecha_berry,5,white-2,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,ruby,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,sapphire,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,emerald,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,firered,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,leafgreen,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,diamond,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,pearl,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,platinum,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,heartgold,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,soulsilver,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,black,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,white,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,black-2,https://pokeapi.co/api/v2/item/128/
262,mightyena,mightyena,generation-iii,128,pecha-berry,pecha_berry_2,5,white-2,https://pokeapi.co/api/v2/item/128/
263,zigzagoon,zigzagoon,generation-iii,17,potion,potion,50,omega-ruby,https://pokeapi.co/api/v2/item/17/
